Doc2Vec,Markov,Euclidean,Manhattan,Jaccard,Space_NewLine,BraceSimilarity,CommentSimilarity,CodeStyleSimilarity,LCS_Score,LevenshteinScore,Veredict
0.696,0.3289,3.731226464462662,28.050200179219246,0.7948717948717948,0.036662452591656125,0.11904761904761904,0.07142857142857142,0.07571288102261553,0.6737089201877934,0.7511737089201878,1
0.4796,0.2745,5.2974605484699815,41.78298483788967,0.5957446808510638,0.03878667329686725,0.10526315789473684,0.1,0.0813499437305347,0.7045951859956237,0.6214442013129103,1
0.6673,0.287,3.8421220837495804,31.46841761469841,0.8378378378378378,0.03308641975308646,0.1,0.14285714285714285,0.09198118753674311,0.7864321608040201,0.7713567839195979,1
0.9715,1.0,1.6335110810091886,13.332496728748083,1.0,1.0,0.09090909090909091,1.0,0.6969696969696969,1.0,0.0,1
0.7642,0.5914,3.0578335929321168,24.953010942786932,0.8780487804878049,0.529262086513995,0.08152173913043478,0.07142857142857142,0.22740413235766707,0.8996282527881041,0.26394052044609667,1
0.7937,0.2624,2.745591211761157,22.021622888743877,0.8947368421052632,0.23101777059773831,0.125,1.0,0.45200592353257946,0.8532110091743119,0.18960244648318042,1
0.9646,0.4772,1.4653867223690076,11.929257715120912,0.9696969696969697,0.21690590111642738,0.125,1.0,0.44730196703880915,0.9368191721132898,0.1786492374727669,1
0.3798,0.3906,5.759163555818473,44.95039375126362,0.8333333333333334,0.18451400329489287,0.08333333333333333,0.1,0.1226157788760754,0.8226299694189603,0.41896024464831805,1
0.8445,0.6066,3.4393483838164287,27.27323123253882,0.9230769230769231,0.5264623955431755,0.09090909090909091,1.0,0.5391238288174222,0.6361607142857143,0.4419642857142857,1
0.748,0.3161,3.349972042990578,25.606684217229486,0.8888888888888888,0.35370823145884267,0.011164274322169059,0.0136986301369863,0.12619037863933266,0.9004739336492891,1.132701421800948,1
0.7273,0.4914,3.5924127522957106,29.578299768269062,0.8222222222222222,0.965287049399199,0.09523809523809523,1.0,0.6868417148790981,0.7896174863387978,0.32786885245901637,1
0.7551,0.1988,3.4416775422529815,28.106684301048517,0.813953488372093,0.7536382536382537,0.06349206349206349,0.25,0.35571010571010575,0.7423469387755102,0.34183673469387754,1
0.8753,0.3067,2.714512324579403,21.559788087382913,0.9393939393939394,0.6071428571428572,0.10416666666666667,1.0,0.570436507936508,0.7262773722627737,0.33394160583941607,1
0.7017,0.6412,4.080325150080082,31.21347950026393,0.9767441860465116,0.8502604166666666,0.05555555555555555,1.0,0.6352719907407408,1.0,0.27607361963190186,1
0.2175,0.3918,5.210693419949197,42.19902836531401,0.7692307692307693,0.5997383911052976,0.04029692470837752,0.08490566037735849,0.24164699206367787,0.7768361581920904,1.0,1
0.9748,1.0,1.3167678557339981,10.81510104238987,1.0,0.996,0.06896551724137931,1.0,0.6883218390804599,1.0,0.0,1
0.8927,0.53,2.1553660372857832,17.72933328896761,0.8823529411764706,0.18518518518518523,0.125,1.0,0.4367283950617284,0.7430167597765364,0.2877094972067039,1
0.7892,0.5136,2.9768298374515534,24.036335859447718,0.8571428571428571,0.08067542213883683,0.11764705882352941,1.0,0.3994408269874554,0.5593607305936074,0.4931506849315068,1
0.938,0.5651,1.7859405632226444,14.305140225216746,1.0,0.8333333333333334,0.2,1.0,0.6777777777777777,0.8463949843260188,0.20689655172413793,1
0.5646,0.4732,4.047048810394743,33.17909759841859,0.8571428571428571,0.5425824175824177,0.09523809523809523,0.024390243902439025,0.22073691890765065,0.5492227979274611,0.6217616580310881,1
0.9434,0.2446,1.4009075459660065,11.337789215147495,0.90625,0.23670212765957444,0.3333333333333333,0.5,0.3566784869976359,0.9745454545454545,0.2109090909090909,1
0.9078,0.1953,1.7990104981800636,14.839080307632685,0.8787878787878788,0.19759036144578312,0.2,1.0,0.46586345381526106,0.7468354430379747,0.41139240506329117,1
0.8797,0.593,2.058241584913193,16.891865383833647,0.9666666666666667,0.27301587301587305,0.16666666666666666,1.0,0.47989417989418,0.9302325581395349,0.2026578073089701,1
0.9571,1.0,1.2270556406894753,9.652082048356533,1.0,1.0,0.3333333333333333,1.0,0.7777777777777777,1.0,0.0,1
0.8323,0.2664,2.3930940950466812,18.597494803369045,0.90625,0.7551020408163265,0.14285714285714285,1.0,0.6326530612244897,0.9240506329113924,0.14556962025316456,1
0.8132,0.2654,2.568881258238154,20.355868741869926,0.90625,0.8,0.14285714285714285,1.0,0.6476190476190476,0.8934169278996865,0.19435736677115986,1
0.966,1.0,1.2976438402701265,10.249081411398947,1.0,1.0,0.2,1.0,0.7333333333333334,1.0,0.0,1
0.9763,1.0,1.42113154047539,11.201726211234927,1.0,1.0,0.07692307692307693,1.0,0.6923076923076922,1.0,0.0,1
0.9618,0.9964,1.8099372632616932,14.786144856363535,1.0,0.9695024077046549,0.25,1.0,0.7398341359015516,1.0,0.07932011331444759,1
0.309,0.3241,5.0839026543853265,41.94502015411854,0.7272727272727273,0.3964646464646465,0.09090909090909091,0.1111111111111111,0.1994949494949495,0.672972972972973,0.47297297297297297,1
0.764,0.4252,3.270399623209476,26.61538228392601,0.918918918918919,0.19340659340659339,0.065,0.04,0.09946886446886445,0.8685015290519877,0.5015290519877675,1
0.5343,0.2713,4.900201995382954,39.064788814634085,0.7857142857142857,0.5348837209302326,0.0875,0.0,0.20746124031007754,0.8012820512820513,0.9711538461538461,1
0.6903,0.3702,4.2333468316609855,33.77216723561287,0.925,0.5761772853185596,0.06444444444444444,0.0,0.213540576587668,0.8947368421052632,0.15578947368421053,1
0.7677,0.3281,3.257608327341541,25.965783305466175,0.8888888888888888,0.8317460317460317,0.1,0.125,0.35224867724867726,0.6532663316582915,0.550251256281407,1
0.9393,0.4127,2.8311850639574474,22.099896470084786,0.88,0.9561200923787528,0.04186046511627907,0.18181818181818182,0.3932662464377379,0.9364406779661016,0.07627118644067797,1
0.3052,0.3675,6.391603753404562,52.40763309597969,0.7619047619047619,0.16863207547169812,0.07971014492753623,0.05,0.09944740679974479,0.5089820359281437,0.6147704590818364,1
0.5641,0.4297,4.63699120044097,36.87258801795542,0.8974358974358975,0.6103225806451613,0.1,0.04,0.25010752688172044,0.7798165137614679,0.3577981651376147,1
0.6261,0.1947,4.239162464530163,35.19071689248085,0.7441860465116279,0.2911795961742827,0.03508771929824561,0.0410958904109589,0.1224544019611624,0.8720379146919431,0.6492890995260664,1
0.8187,0.5402,2.438153679031043,19.681324288249016,0.9696969696969697,0.18793503480278417,0.1111111111111111,0.16666666666666666,0.15523760419352065,0.7283236994219653,0.315028901734104,1
0.8605,0.2361,2.1014515634784496,16.792983651161194,0.8787878787878788,0.7981072555205048,0.16666666666666666,0.5,0.48825797406239047,0.8770764119601329,0.14285714285714285,1
0.9735,1.0,1.4622238171795676,12.053661607205868,1.0,1.0,0.09090909090909091,1.0,0.6969696969696969,1.0,0.0,1
0.6289,0.3423,4.239245247507741,35.16816479712725,0.7021276595744681,0.19187358916478559,0.1,0.1111111111111111,0.1343282334252989,0.673972602739726,0.3698630136986301,1
0.7208,0.2436,3.7809768674729574,31.055567106232047,0.7441860465116279,0.6594124047878128,0.08695652173913043,0.1111111111111111,0.2858266792126848,0.5543933054393305,0.4790794979079498,1
0.7553,0.3942,3.9177856085932024,30.3922275044024,0.782608695652174,0.6755852842809364,0.09523809523809523,0.1111111111111111,0.2939781635433809,0.8792569659442725,0.15479876160990713,1
0.9677,1.0,1.3011287479857216,10.383592457510531,1.0,0.23037323037323032,0.125,1.0,0.45179107679107683,1.0,0.0,1
0.7119,0.2018,3.886015345459934,29.929406821727753,0.9117647058823529,0.7754677754677755,0.1,1.0,0.6251559251559252,0.7924050632911392,0.4278481012658228,1
0.955,1.0,1.5138282470594957,12.290640480816364,1.0,0.9972144846796658,0.08333333333333333,1.0,0.6935159393376663,1.0,0.0,1
0.6723,0.0611,5.08296939706593,40.61634986847639,0.7659574468085106,0.6467889908256881,0.10980392156862745,0.03333333333333333,0.26330874857588293,0.7850746268656716,0.7014925373134329,1
0.6324,0.3447,4.37736007740894,36.52853447198868,0.8571428571428571,0.2127303182579564,0.07083333333333333,0.1,0.1278545505304299,0.6372950819672131,0.45491803278688525,1
0.7866,0.264,3.2368821473862597,25.7923424243927,0.8636363636363636,0.4638109305760709,0.0763888888888889,0.06666666666666667,0.20228882871054213,0.7966101694915254,0.2853107344632768,1
0.7723,0.4748,3.1894316236005724,25.089734096080065,0.9142857142857143,0.22120658135283366,0.08823529411764706,0.2,0.16981395849016026,0.593607305936073,0.5639269406392694,1
0.9719,1.0,1.2508051871502845,10.071857959032059,1.0,1.0,0.125,1.0,0.7083333333333334,1.0,0.0,1
0.7667,0.3673,3.1680653341338614,25.447424817830324,0.8222222222222222,0.8183556405353729,0.043209876543209874,0.2,0.35385517235952757,0.7927461139896373,0.3393782383419689,1
0.7667,0.3673,3.1680653341338614,25.447424817830324,0.8222222222222222,0.8183556405353729,0.043209876543209874,0.2,0.35385517235952757,0.7927461139896373,0.3393782383419689,1
0.9695,1.0,1.3059798788874393,10.667849235236645,1.0,1.0,0.06060606060606061,1.0,0.6868686868686869,1.0,0.0,1
0.9369,0.7713,2.013681574689666,15.618359331041574,0.98,0.8877005347593583,0.06060606060606061,1.0,0.6494355317884729,1.0,0.1314935064935065,1
0.8881,0.3828,2.654930703202937,21.180604979395866,0.94,0.31444759206798867,0.06060606060606061,0.25,0.20835121755801644,0.925589836660617,0.3466424682395644,1
0.7471,0.213,3.830381424421215,31.29633291065693,0.7906976744186046,0.9065868263473054,0.07037037037037037,1.0,0.6589857322392253,0.9123376623376623,0.4025974025974026,1
0.6129,0.2733,4.319032569078045,35.2847446501255,0.7894736842105263,0.4418052256532067,0.1111111111111111,0.043478260869565216,0.19879819921129435,0.6071428571428571,0.621031746031746,1
0.975,1.0,1.2822480398933185,10.089351393282413,1.0,1.0,0.18181818181818182,1.0,0.7272727272727272,1.0,0.0,1
0.9734,1.0,1.1726029102353508,9.225468510761857,1.0,0.41938579654510555,0.05555555555555555,0.06862745098039216,0.18118960102701775,1.0,0.0,1
0.9073,0.6094,2.9397664436913877,23.034040294587612,0.918918918918919,0.1655328798185941,0.07114624505928854,1.0,0.41222637495929426,0.8515981735159818,0.2968036529680365,1
0.9825,1.0,1.4240382773722924,11.73351639136672,1.0,1.0,0.05,1.0,0.6833333333333332,1.0,0.0,1
0.9065,0.6109,1.5149611028997079,12.196412371471524,0.9705882352941176,0.8428571428571429,0.109375,0.14285714285714285,0.36502976190476194,0.9897610921501706,0.15017064846416384,1
0.8713,0.5455,2.1449487697626846,17.89371792599559,0.9166666666666666,0.5167464114832536,0.08333333333333333,1.0,0.5333599149388623,0.8113207547169812,0.33962264150943394,1
0.9103,0.2559,2.3658240728570066,18.845350835472345,0.9565217391304348,0.7357197258187358,0.03333333333333333,0.043478260869565216,0.27084377334054477,0.9168081494057725,0.40407470288624786,1
0.9744,1.0,1.3963750966466728,10.830964865162969,1.0,1.0,0.1,1.0,0.7000000000000001,1.0,0.0,1
0.8069,0.4378,2.991750777485104,23.350150525569916,0.8571428571428571,0.08955223880597019,0.11764705882352941,1.0,0.4023997658764999,0.8888888888888888,0.6274509803921569,1
0.6818,0.4764,3.8480187192985755,31.225704167038202,0.9166666666666666,0.8922155688622755,0.10196078431372549,0.047619047619047616,0.3472651335983495,0.7025,0.65,1
0.8758,0.368,2.3485831855062447,18.53055293764919,0.925,0.2321428571428571,0.13095238095238096,1.0,0.45436507936507936,0.7555555555555555,0.2638888888888889,1
0.9369,0.7713,2.013681574689666,15.618359331041574,0.98,0.8877005347593583,0.06060606060606061,1.0,0.6494355317884729,1.0,0.1314935064935065,1
0.7795,0.3699,3.0827290884997,24.511337822303176,0.9473684210526315,0.4311926605504587,0.125,0.0,0.18539755351681955,0.6717948717948717,0.4025641025641026,1
0.9694,1.0,1.3300267812993805,10.319821393117309,1.0,0.989769820971867,0.125,1.0,0.7049232736572891,1.0,0.0,1
0.255,0.2778,5.898176425753291,46.61209239810705,0.8085106382978723,0.4788519637462235,0.05555555555555555,0.02857142857142857,0.18765964929106924,0.4765840220385675,0.5578512396694215,1
0.6767,0.409,3.5803237424436363,28.618149197660387,0.875,0.6752577319587629,0.08421052631578947,0.0,0.25315608609151746,0.6881443298969072,0.36082474226804123,1
0.98,1.0,1.3114207993994145,10.402368834242225,1.0,1.0,0.0625,1.0,0.6875,1.0,0.0,1
0.9531,1.0,1.283858045128499,10.334605023264885,1.0,1.0,0.09090909090909091,1.0,0.6969696969696969,1.0,0.0,1
0.7919,0.3333,3.084440285586356,25.139828285202384,0.8636363636363636,0.9152148664343787,0.06832298136645963,0.024390243902439025,0.3359760305677591,0.9064516129032258,0.4,1
0.7966,0.3374,2.9918378226071187,23.3488624766469,0.8888888888888888,0.8965014577259476,0.10526315789473684,0.07142857142857142,0.357731062349752,0.816793893129771,0.2824427480916031,1
0.7306,0.4335,3.235767450851833,25.179786356166005,0.8611111111111112,0.628099173553719,0.1111111111111111,0.2,0.3130700948882767,0.8648648648648649,0.2882882882882883,1
0.9744,1.0,1.1314425800131342,8.776088217273355,1.0,1.0,0.125,1.0,0.7083333333333334,1.0,0.0,1
0.7841,0.3709,3.019969740014928,23.515652867034078,0.9487179487179487,0.7844827586206897,0.08695652173913043,0.3333333333333333,0.40159087123105114,0.8314917127071824,0.27624309392265195,1
0.7902,0.4055,3.200408979591347,26.6394852809608,0.8604651162790697,0.7156626506024096,0.05741626794258373,1.0,0.5910263061816644,0.5873417721518988,0.6936708860759494,1
0.9143,0.2808,2.174559224484146,17.159147530794144,0.9767441860465116,0.40283687943262414,0.058823529411764705,0.0,0.15388680294812962,0.8606271777003485,0.18641114982578397,1
0.9861,0.9993,1.0598261884101023,8.896914470475167,1.0,0.9794149512459371,0.08695652173913043,1.0,0.6887904909950224,0.9708333333333333,0.029166666666666667,1
0.974,1.0,1.1509684796259276,9.423157591372728,1.0,1.0,0.125,1.0,0.7083333333333334,1.0,0.0,1
0.9748,1.0,1.3167678557339981,10.81510104238987,1.0,0.996,0.06896551724137931,1.0,0.6883218390804599,1.0,0.0,1
0.8966,0.4242,2.649546076795024,21.059742242097855,0.9591836734693877,0.2965853658536586,0.06609195402298851,0.25,0.2042257732922157,0.8856624319419237,0.27586206896551724,1
0.7974,0.2574,3.7898719504612486,31.14159105718136,0.9411764705882353,0.2787028921998247,0.057074910820451845,0.25,0.1952592676734255,0.6084828711256117,0.6786296900489397,1
0.7755,0.348,3.198718299340205,25.517956148833036,0.7954545454545454,0.24799506477483035,0.0325,0.16149068322981366,0.14732858266821466,0.7556818181818182,0.3390151515151515,1
0.633,0.3964,5.906898430483221,47.563472144305706,0.825,0.1525129982668978,0.058823529411764705,0.02702702702702703,0.07945451823522985,0.7682926829268293,0.31910569105691056,1
